title,price,area,rooms,floor,comandat,link,location
Dumbravita- 2 Cam- Bloc Nou- 450 Eu Negociabil,450,52 mp utili,2 camere,Parter/2,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/lipovei/apartament-de-inchiriat-2-camere-X89S001SU?lista=2350118,"Timisoara, zona Lipovei"
"PC150 Apartament 3 Camere ,Modern , Zona Braytim",600,77 mp utili,3 camere,Etaj 2/3,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/braytim/apartament-de-inchiriat-3-camere-X7SO0001D?lista=2350118,"Timisoara, zona Braytim"
"AT002, Zona Medicina, Apartament 3 camere, Confort 1",400,65 mp utili,3 camere,Etaj 2/4,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/medicina/apartament-de-inchiriat-3-camere-X7SO0005V?lista=2350118,"Timisoara, zona Medicina"
"AT076, Apartament 3 Camere, Centrala Proprie, Zona Sagului",330,70 mp utili,3 camere,Etaj 3/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/sagului/apartament-de-inchiriat-3-camere-X7SO000HK?lista=2350118,"Timisoara, zona Sagului"
"2 camere , Piata Victoriei",600,50 mp utili,2 camere,Etaj 6/8,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/p-ta-victoriei/apartament-de-inchiriat-2-camere-X6GI1000K?lista=2350118,"Timisoara, zona P-ta Victoriei"
"4 cam, etaj 1, centrala, Hotel Continental",1.100,140 mp utili,4 camere,Etaj 1/1,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/ultracentral/apartament-de-inchiriat-4-camere-X6SD1001B?lista=2350118,"Timisoara, zona Ultracentral"
"APARTAMENT DE LUX, MODERN, COMPLET UTILAT SI DOTAT, CENTRAL!!!!",500,70 mp utili,3 camere,Etaj 1/4,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/take-ionescu/apartament-de-inchiriat-3-camere-X4PP10049?lista=2350118,"Timisoara, zona Take Ionescu"
"APARTAMENT FRUMOS SI MODERN, IN BLOC NOU, CU PARCARE!!!!",350,70 mp utili,3 camere,Parter/3,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/aradului/apartament-de-inchiriat-3-camere-X4PP10093?lista=2350118,"Timisoara, zona Aradului"
4 camere Complexul Studentesc,500,100 mp utili,4 camere,Etaj 2/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/complex-studentesc/apartament-de-inchiriat-4-camere-X6GI1000S?lista=2350118,"Timisoara, zona Complex Studentesc"
Garsoniera Take Ionescu,200,22 mp utili,o cameră,Etaj 2/4,Nedecomandat,https://www.imobiliare.ro/inchirieri-garsoniere/timisoara/take-ionescu/garsoniera-de-inchiriat-X9OS0000E?lista=2350118,"Timisoara, zona Take Ionescu"
"Apartament de lux, cladire istorica in centrul Timisoarei",900,100 mp utili,4 camere,Etaj 4/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/p-ta-victoriei/apartament-de-inchiriat-4-camere-X7U00002H?lista=2350118,"Timisoara, zona P-ta Victoriei"
Economic si frumos!,350,70 mp utili,3 camere,Etaj 3/6,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/sagului/apartament-de-inchiriat-3-camere-X47N10038?lista=2350118,"Timisoara, zona Sagului"
"AT072, Apartament 2 Camere, Mobilat, Zona Complex Studentesc",360,57 mp utili,2 camere,Parter/4,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/complex-studentesc/apartament-de-inchiriat-2-camere-X7SO000GT?lista=2350118,"Timisoara, zona Complex Studentesc"
"PC053,Apartament 2 Camere,Centrala Proprie, Zona Odobescu",390,60 mp utili,2 camere,Etaj 1/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/odobescu/apartament-de-inchiriat-2-camere-X7SO000EK?lista=2350118,"Timisoara, zona Odobescu"
"PC112,Apartament 2 Camere, Spatios , Zona Lipovei",450,70 mp utili,2 camere,Parter/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/lipovei/apartament-de-inchiriat-2-camere-X7SO00015?lista=2350118,"Timisoara, zona Lipovei"
"Arhitectura moderna, design deosebit - eleganta si confort",600,55 mp utili,2 camere,Etaj 2/3,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/lipovei/apartament-de-inchiriat-2-camere-X84C1005D?lista=2350118,"Timisoara, zona Lipovei"
"AT074, Apartament 3 Camere, Centrala Proprie, Zona Sagului",400,80 mp utili,3 camere,Etaj 2/10,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/sagului/apartament-de-inchiriat-3-camere-X7SO000H1?lista=2350118,"Timisoara, zona Sagului"
Apartament de inchiriat Lipovei,380,52 mp utili,2 camere,Etaj 4/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/lipovei/apartament-de-inchiriat-2-camere-X7U000093?lista=2350118,"Timisoara, zona Lipovei"
Medicinei 2 camere LUX 400 euro,400,65 mp utili,2 camere,Parter/3,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/medicina/apartament-de-inchiriat-2-camere-X4NI001AE?lista=2350118,"Timisoara, zona Medicina"
Medicina - Take Ionescu - Decomandat - Centrala,450,60 mp utili,3 camere,Etaj 2/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/take-ionescu/apartament-de-inchiriat-3-camere-X18900029?lista=2350118,"Timisoara, zona Take Ionescu"
Apartament 3 camere Zona Dacia,300,60 mp utili,3 camere,Etaj 4/6,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/dacia/apartament-de-inchiriat-3-camere-X17L101AG?lista=2350118,"Timisoara, zona Dacia"
Apartament cu 1 camera Complexul Studentesc,230,20 mp utili,o cameră,Etaj 4/4,Nedecomandat,https://www.imobiliare.ro/inchirieri-garsoniere/timisoara/complex-studentesc/garsoniera-de-inchiriat-X9OS0004E?lista=2350118,"Timisoara, zona Complex Studentesc"
Apartament de inchiriat zona Aradului,375,70 mp utili,2 camere,Etaj 4/6,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/aradului/apartament-de-inchiriat-2-camere-X7U00008F?lista=2350118,"Timisoara, zona Aradului"
"Apartament 2 camere Circumvalatiunii, 2 minute de Iulius Mall",350,50 mp utili,2 camere,Etaj 1/10,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/circumvalatiunii/apartament-de-inchiriat-2-camere-X9OS0004L?lista=2350118,"Timisoara, zona Circumvalatiunii"
"3 camere, 2 bai, Stadion - Complex Studentesc.",400,70 mp utili,3 camere,Etaj 1/4,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/complex-studentesc/apartament-de-inchiriat-3-camere-X4OV001H2?lista=2350118,"Timisoara, zona Complex Studentesc"
"PC102, Apartament 2 Camere, Parcare Proprie, Zona Aradului",550,60 mp utili,2 camere,Etaj 2/9,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/aradului/apartament-de-inchiriat-2-camere-X7SO00032?lista=2350118,"Timisoara, zona Aradului"
Apartament 2 camere Complexul Studentesc,390,47 mp utili,2 camere,Etaj 5/10,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/complex-studentesc/apartament-de-inchiriat-2-camere-X17L1013Q?lista=2350118,"Timisoara, zona Complex Studentesc"
APARTAMENT CENTRAL,1.000,185 mp utili,4 camere,Etaj 2/2,Decomandat,https://www.imobiliare.ro/vanzare-apartamente/timisoara/p-ta-unirii/apartament-de-vanzare-sau-de-inchiriat-4-camere-X47N1002O?lista=2350118,"Timisoara, zona P-ta Unirii"
Apartament 2 camere,350,55 mp utili,2 camere,Etaj 2/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/simion-barnutiu/apartament-de-inchiriat-2-camere-X17L101EQ?lista=2350118,"Timisoara, zona Simion Barnutiu"
"Centru, 2 camere, decomandat",400,52 mp utili,2 camere,Etaj 2/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/central/apartament-de-inchiriat-2-camere-X0KT0002B?lista=2350118,"Timisoara, zona Central"
Apartamenrt 2 camere Zona Complex Studentesc,390,60 mp utili,2 camere,Parter/5,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/complex-studentesc/apartament-de-inchiriat-2-camere-X17L10196?lista=2350118,"Timisoara, zona Complex Studentesc"
2 camere-decomandat-Braytim!,350,53 mp utili,2 camere,Etaj 1/3,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/braytim/apartament-de-inchiriat-2-camere-XA9A0002G?lista=2350118,"Timisoara, zona Braytim"
"Apartament spatios, complet mobilat!",600,103 mp utili,3 camere,Etaj 2/5,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/iosefin/apartament-de-inchiriat-3-camere-X9BR1002C?lista=2350118,"Timisoara, zona Iosefin"
Apartament 2 camere Ultracentral,480,67 mp utili,2 camere,Etaj 1/4,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/ultracentral/apartament-de-inchiriat-2-camere-X17L100RE?lista=2350118,"Timisoara, zona Ultracentral"
"Girocului, 3 camere, decomandat, centrala proprie",420,63 mp utili,3 camere,Etaj 2/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/plavat-ii/apartament-de-inchiriat-3-camere-X41F1008R?lista=2350118,"Timisoara, zona Plavat II"
Apartament 3 camere Gara de Nord,400,85 mp utili,3 camere,Etaj 1/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/garii/apartament-de-inchiriat-3-camere-X17L101D5?lista=2350118,"Timisoara, zona Garii"
APARTAMENT DEOSEBIT DE INCHIRIAT,490,53 mp utili,2 camere,Etaj 4/12,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/complex-studentesc/apartament-de-inchiriat-2-camere-X3HL1001U?lista=2350118,"Timisoara, zona Complex Studentesc"
Apartament cu 2 camere de inchiriat in zona Aradului,350,38 mp utili,2 camere,Etaj 2/2,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/aradului/apartament-de-inchiriat-2-camere-X9BR1001J?lista=2350118,"Timisoara, zona Aradului"
MEDICINA- PREFECTURA- AMENAJAT LUX !!,470,50 mp utili,2 camere,Etaj 2/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/medicina/apartament-de-inchiriat-2-camere-X1890000R?lista=2350118,"Timisoara, zona Medicina"
Apartament 2 camere Aradului,370,65 mp utili,2 camere,Etaj 3/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/aradului/apartament-de-inchiriat-2-camere-X9OS0004T?lista=2350118,"Timisoara, zona Aradului"
"PC087, Apartament 3 Camere ,Centrala Proprie, Zona Bucovina",450,80 mp utili,3 camere,Etaj 4/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/bucovina/apartament-de-inchiriat-3-camere-X7SO000GU?lista=2350118,"Timisoara, zona Bucovina"
"Apartament 1 camera, Piata 700",300,30 mp utili,o cameră,Etaj 1/3,Decomandat,https://www.imobiliare.ro/inchirieri-garsoniere/timisoara/central/garsoniera-de-inchiriat-X41F1006I?lista=2350118,"Timisoara, zona Central"
"PC172 Apartament 2 Camere , Centrala Proprie, Zona Medicina",400,50 mp utili,2 camere,Parter/4,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/medicina/apartament-de-inchiriat-2-camere-X7SO0009K?lista=2350118,"Timisoara, zona Medicina"
Apartament de inchiriat langa bastion,650,90 mp utili,3 camere,Etaj 3,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/medicina/apartament-de-inchiriat-3-camere-X07F100I8?lista=2350118,"Timisoara, zona Medicina"
Apartament la casa in zona Punctele Cardinale pretabil si pentru birouri,650,95 mp utili,2 camere,Parter,Decomandat,https://www.imobiliare.ro/vanzare-apartamente/timisoara/punctele-cardinale/apartament-de-vanzare-sau-de-inchiriat-2-camere-X47N10050?lista=2350118,"Timisoara, zona Punctele Cardinale"
Apartament nemobilat Lipovei,400,70 mp utili,3 camere,Parter/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/lipovei/apartament-de-inchiriat-3-camere-X7U00008R?lista=2350118,"Timisoara, zona Lipovei"
"Bloc Nou! Apartament 2 camere, 57mp, semidecomandat, Lipovei!",450,57 mp utili,2 camere,Etaj 6/11,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/lipovei/apartament-de-inchiriat-2-camere-X7940002U?lista=2350118,"Timisoara, zona Lipovei"
Aradului 3 camere 450 euro,450,70 mp utili,3 camere,Etaj 1/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/aradului/apartament-de-inchiriat-3-camere-X4NI001AT?lista=2350118,"Timisoara, zona Aradului"
"Sagului-Doina, amenajat, mobilat modern, utilat",300,42 mp utili,3 camere,Parter/4,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/sagului/apartament-de-inchiriat-3-camere-X5R30000Q?lista=2350118,"Timisoara, zona Sagului"
Ap - complex rezidential the ring-mobilat si utilat lux-400 euro,400,75 mp utili,2 camere,Etaj 2/6,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/torontalului/apartament-de-inchiriat-2-camere-XAB800008?lista=2350118,"Timisoara, zona Torontalului"
Apartament nou cu 2 camere si garaj subteran zona Soarelui-Spitalul Judetean,550,70 mp utili,2 camere,Etaj 10/13,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/spitalul-judetean/apartament-de-inchiriat-2-camere-X1BR1008T?lista=2350118,"Timisoara, zona Spitalul Judetean"
"AT070, Apartament 2 Camere, Centrala Proprie, Zona Girocului",300,42 mp utili,2 camere,Parter/4,Nedecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/girocului/apartament-de-inchiriat-2-camere-X7SO000FS?lista=2350118,"Timisoara, zona Girocului"
Spatiu comercial generos Sagului,350,47 mp utili,2 camere,Parter/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/sagului/apartament-de-inchiriat-2-camere-X7PS0002S?lista=2350118,"Timisoara, zona Sagului"
P-ta Marasti / Clinicile noi - Ap 3 camere - RENOVAT,450,70 mp utili,3 camere,Etaj 1/10,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/p-ta-unirii/apartament-de-inchiriat-3-camere-X7PS00044?lista=2350118,"Timisoara, zona P-ta Unirii"
"PC157 Apartament 2 Camere , Parcare Proprie , Zona Torontalului",450,51 mp utili,2 camere,Etaj 3/6,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/torontalului/apartament-de-inchiriat-2-camere-X7SO0007B?lista=2350118,"Timisoara, zona Torontalului"
Lipovei - Ap. 2 camere - prima inchiriere ( 3 minute de Iulius Mall),350,67 mp utili,2 camere,Etaj 2/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/lipovei/apartament-de-inchiriat-2-camere-X7PS0003F?lista=2350118,"Timisoara, zona Lipovei"
Chirie 1 camera Zona Dambovita langa Mall 250 euro cu cheltuieli incluse,250,30 mp utili,o cameră,Parter/1,Semidecomandat,https://www.imobiliare.ro/inchirieri-garsoniere/timisoara/dambovita/garsoniera-de-inchiriat-X7RB0000F?lista=2350118,"Timisoara, zona Dambovita"
Lux la prima inchiriere,800,130 mp utili,3 camere,Etaj 4/6,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/soarelui/apartament-de-inchiriat-3-camere-X47N10064?lista=2350118,"Timisoara, zona Soarelui"
Apartament 2 camere Soarelui,300,70 mp utili,2 camere,Etaj 2/12,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/soarelui/apartament-de-inchiriat-2-camere-X17L10112?lista=2350118,"Timisoara, zona Soarelui"
Apartament 2 camere,450,60 mp utili,2 camere,Etaj 2/10,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/aradului/apartament-de-inchiriat-2-camere-X17L100RH?lista=2350118,"Timisoara, zona Aradului"
"PC182 Apartament 2 Camere , Parcare Proprie , Zona Olimpia-Stadion",400,50 mp utili,2 camere,Etaj 1/3,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/olimpia-stadion/apartament-de-inchiriat-2-camere-X7SO000D4?lista=2350118,"Timisoara, zona Olimpia-Stadion"
"Apartament cu 3 camere, lux, bloc nou",480,70 mp utili,3 camere,Etaj 2/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/girocului/apartament-de-inchiriat-3-camere-XA8000007?lista=2350118,"Timisoara, zona Girocului"
"PC174 Apartament 2 Camere , Parcare Proprie ,Dumbravita",488,65 mp utili,2 camere,Parter/3,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/aradului/apartament-de-inchiriat-2-camere-X7SO000AK?lista=2350118,"Timisoara, zona Aradului"
"Apartament 2 camere, Lux, Braytim.",350,50 mp utili,2 camere,Etaj 1/2,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/braytim/apartament-de-inchiriat-2-camere-X7U00003L?lista=2350118,"Timisoara, zona Braytim"
Zona Universitate,350,60 mp utili,3 camere,Etaj 3/3,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/central/apartament-de-inchiriat-3-camere-X47N100CL?lista=2350118,"Timisoara, zona Central"
Sagului - etaj 1 - mobilat si utilat - disponibil,300,42 mp utili,2 camere,Etaj 1/4,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/sagului/apartament-de-inchiriat-2-camere-X18900017?lista=2350118,"Timisoara, zona Sagului"
"Spitalul Judetean, Apartament cu 2 camere, Centrala Proprie, Renovat !",330,40 mp utili,2 camere,Etaj 1/4,Nedecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/spitalul-judetean/apartament-de-inchiriat-2-camere-X84C1006F?lista=2350118,"Timisoara, zona Spitalul Judetean"
"inchiriez apartament utilat, mobilat",300,54 mp utili,2 camere,Etaj 2/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/balcescu/apartament-de-inchiriat-2-camere-X96100008?lista=2350118,"Timisoara, zona Balcescu"
"Adora Forest-vedere panoramica, mobilat modern + birou/camera de hobby !",420,54 mp utili,2 camere,Etaj 6/11,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/nord/apartament-de-inchiriat-2-camere-X4OV001HC?lista=2350118,"Timisoara, zona Nord"
APARTAMENT FRUMOS IN BLOC REABILITAT TERMIC!!!!,300,55 mp utili,2 camere,Etaj 2/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/soarelui/apartament-de-inchiriat-2-camere-X4PP1003H?lista=2350118,"Timisoara, zona Soarelui"
"FM791 Zona Bucovina, Apartament 2 camere, Decomandat",380,56 mp utili,2 camere,Etaj 2/5,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/bucovina/apartament-de-inchiriat-2-camere-X7SO000GN?lista=2350118,"Timisoara, zona Bucovina"
"PC176 Apartament 3 Camere , Centrala Proprie , Zona Dambovita",600,80 mp utili,3 camere,Etaj 4/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/dambovita/apartament-de-inchiriat-3-camere-X7SO0004H?lista=2350118,"Timisoara, zona Dambovita"
Circumvalatiunii -Kaufland - Ap 2 camere - RENOVAT,320,57 mp utili,2 camere,Etaj 7/10,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/circumvalatiunii/apartament-de-inchiriat-2-camere-X7PS0000P?lista=2350118,"Timisoara, zona Circumvalatiunii"
Medicina- 4 cam DEC+2 Bai- Et 1- 690 Eu,690,110 mp utili,4 camere,Etaj 1/10,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/medicina/apartament-de-inchiriat-4-camere-X89S000PS?lista=2350118,"Timisoara, zona Medicina"
Bucovina 2 camere 250 euro,250,48 mp utili,2 camere,Etaj 3/4,Semidecomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/bucovina/apartament-de-inchiriat-2-camere-X4NI001AJ?lista=2350118,"Timisoara, zona Bucovina"
"Apartament 1 camera, zona Balcescu",200,35 mp utili,o cameră,Demisol/1,Decomandat,https://www.imobiliare.ro/inchirieri-garsoniere/timisoara/balcescu/garsoniera-de-inchiriat-X41F1009V?lista=2350118,"Timisoara, zona Balcescu"
De inchiriat apartament 3 camere-Piata Operei,700,59 mp utili,3 camere,Etaj 1/7,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/ultracentral/apartament-de-inchiriat-3-camere-X1BR1003O?lista=2350118,"Timisoara, zona Ultracentral"
Apartament la prima inchiriere cu garaj sub bloc,450,55 mp utili,2 camere,Etaj 1/4,Decomandat,https://www.imobiliare.ro/inchirieri-apartamente/timisoara/neptun/apartament-de-inchiriat-2-camere-X47N10019?lista=2350118,"Timisoara, zona Neptun"
